날짜,광물이름,보고서 내용
202403,망간,"국제망간협회(IMnI), 수요부진이  전해 망간(EMM) 가격상승 억제 전망‐국제망간협회 중국 위원장인 Li Weijian은 스테인리스강 부문의 수요 약화로 2024년 중국 전해 망간가격이 12,000~12,500위안/톤(U$ 1,666~1,736/t) 선에서 유지될 것으로 전망. 이는 12,500위안/톤이 넘으면 스테인리스강 업계가 다른 대체 소재로 전환 여부를 판단하는 기준점이기 때문임‐중국의 주요 다운스트림 산업인 스테인리스강 200 계열의 EMM 소비량은 2020년 106만 톤에서2021년 107만 8,000톤으로 증가했으나 2022년 41만 3,000톤으로 급감했는데 이는 EMM대신 저탄소 페로망간으로 대체 사용했기 때문임. 2023년 중국의 전해 망간 총생산량은 113만톤으로 전년비 35% 증가. 이는 작년 8월에 망간 편이 약 12,000위안/톤으로 급락하면서 많은스테인리스강 업체가 저탄소 페로망간에서 망간 편으로 전환했기 때문임"
202403,망간,"가나, 자국 내 망간 정제소 추진‐아쿠포 아도 가나 대통령은 2월 의회 국정연설에서 4억 5천만 불 규모의 국내 망간 정제소 설립계획 발표. 최근 남아공 등 아프리카 광업 국가들은 지금까지의 단순한 광석 수출에서 벗어나국내에서 광물을 직접 가공해 부가가치를 높이는 분야에 주목하는 추세임"
202403,크롬,"중국 시장, 2월 크롬 가격 추이‐HC 페로크롬(Cr 52%min C 8%max(50%~기본)) : 월말 시세는 8,550 ~ 8,750위안/톤(U$1,188~1,215/t)  EXW  D/P로 전월 말 가격 유지‐LC 페로크롬(Cr 55%min C 0.25%max(60%~기본)) : 수요 약세로 월말 시세는13)EXW(Ex Works. 공장인도 조건) : 매도인이 물품을 운송 차량 적재, 수출관 등을 전혀 하지 않고 자신의 영업장 구내 또는 지정된 장소에서 매수인이 인수할 수 있도록 조치만을 취하는 조건으로 매도인이 최소한의 의무를 가지는 조건. 매수인은 매도인의 영업장 내에서 물품을 가지고 가는모든 비용과 위험을 부담해야 함14)D/P(Document against Payment. 지급인도 조건) : 수입지의 수입자가 대금을 지급하면 선적서류를 내주는 것. 현지의 수입상이대금을 지급하고 난 뒤에 선적서류를 인도하게 되어 있어 DA(Document against Acceptance. 인수인도 조건)보다는 안전하나 수입상이 돈을 안주고 통관도 안하고 있으면 은행도 행사할 수 있는 강제 권한이 없음 ,700~14,900위안/톤(U$2,043~2,071/t) EXW D/P로 전월 말 대비 200위안/톤 하락. 수요약세로 LC 페로크롬(Cr 55%min C 0.1%max(60%~기본)) 월말 시세는 15,000~15,200위안/톤(U$2,085~2,113/t) EXW D/P로 전월 말보다 200위안/톤 하락‐수요가 회복됨에 따라 중국항구에서 남아공産 크롬 정광(40%min)의 월말 시세는 57.5~58.5위안/dmtu로 전월 말보다 0.5위안/dmtu 상승. 수요 회복으로 중국항구에서 남아공産 크롬 럼프(lump)(38%min) 월말 시세는 50.5~51.5위안/dmtu(U$7.02~7.16/dmtu)로 전월 말보다0.5위안/dmtu 상승‐거래둔화로 중국 Tianjin항에서 터키産 크롬 럼프(40%min) 월말 시세는 70.0~71.0위안/dmtu(U$ 9.73~9.87/dmtu)로 전월 말 가격 유지. 원광 가격상승, 소비 수요의 회복으로 중국항구에서 터키産 크롬정광(46%min) 월말 시세는 71.0~72.0위안/dmtu(U$ 9.87~10.01/dmtu)로 전월 말보다 3위안/dmtu(U$ 0.42/dmtu) 상승‐원광 가격상승 및 소비 수요 회복으로 Tianjin항에서 짐바브웨産 크롬정광(48%min) 월말 시세는63.0~64.0위안/dmtu(U$8.76~8.89/dmtu)로 전월 말보다 1위안/dmtu 상승‐중국 LC 페로크롬(Cr 60%min C 0.1%max(60%~기본)) 수출시장 : 거래감소로 월말 수출가는U$ 2.30~2.32/lb로 전월 말보다 U$ 0.8/lb 하락(FOB 중국)‐중국 크롬 메탈(99%) 수출시장 : 월말 수출가는 U$ 8,700~8,800/t로 전월 말 가격 유지(FOB 중국)"
202403,망간,"인도, 2023년 4~12월 실리코망간(SiMn) 수출감소‐세계 수요 약세로 작년 4~12월 인도의 실리코망간 수출량은 829,645톤으로 전년 동기비 거의9% 감소. 나라별 수출량 및 전년비 감소율은 이태리 99,364.5톤으로 14.39%, 터키 49,953톤으로 39.57%, UAE 70,551.8톤으로 15%, 이집트 67,138톤으로 7.09%, 일본 71,414톤으로26.11%, 대만 45,752톤으로 7.95% 감소"
202403,희토류,"중국, 1~2월 희토류 수출 사상 최고 기록‐1~2월 중국의 희토류 수출량은 사상 최고인 8,774톤으로 전년 동기비 18% 증가. 이는 내수가하락 등으로 수출가격이 하락한 후 해외에서 재고 보충수요가 증가했기 때문임. 1~2월 평균수출가는 U$ 9,323/t로 전년 동기 U$ 19,759/t에서 하락해 코로나19가 발발한 2020년 동기의평균가 U$ 7,743/t 이후 최저 수준. 이는 중국 희토류 채굴 쿼터량, 코로나19 규제 해제 이후미얀마 등 주요 공급국으로부터 광석 수입 등 희토류 공급량이 주요 다운스트림 업계의 수요를초과함에 따라 희토류 공급 업계가 판매가를 생산비보다 훨씬 낮은 가격으로 인하했기 때문임"
202403,망간,"인도, 페로크롬, 망간합금의 품질 관리 착수‐인도 정부는 페로크롬, 페로망간 및 실리코망간 3가지 합금철을 품질 관리 대상에 추가. 페로크롬(HSC 72024100, 72024900, 72025000, 72029990), 페로망간(HSC 72021100,72021900, 72029990) 및 실리코망간(HSC 72023000, 72029990) 제품은 인도 표준국(BIS)에 등록해야 하고 미등록 시 제조, 수입, 보관, 판매 및 유통이 금지됨. 생산업체는 2월 8일부터6개월 안에 BIS 인증을 획득해야 함. 규소(Si) 함량 55% 이상인 페로실리콘은 이미 품질 관리대상이며 이전에 대상에 추가된 페로니켈의 등록 마감일은 4월 23일까지 3개월 연장함‐시장에서는 이번 조치로 철강 제품의 고품질화 및 수출 잠재력은 향상될 것으로 예상하나 국내공급감소 및 합금 가격상승으로 이어질 수 있다는 우려를 하고 있음"
202403,희토류,"호주 희토류 자석 재활용업체 Ionic Technologies, 북아일랜드에서 자석 재활용‐同社는 북아일랜드 Belfast의 재활용 시범공장에서 자사 최초로 폐기된 풍력 터빈(turbine) 자석을 재활용해 프라세오디뮴/네오디뮴(PrNd) 산화물 및 디스프로슘 산화물로 가공. 시범공장은2023년에 건설되어 이미 99.5% 이상의 고순도 네오디뮴 산화물, 디스프로슘 산화물 등 REO를생산 중임. 이 생산물들은 영국 Less Common Metals사와 Ford사에서 EV 모터에 사용될 예정임‐풍력 터빈 시장은 크게 성장하고 있고 북아일랜드에는 풍력 터빈이 3,000개 이상 있으며 이시범공장은 영국 및 벨파스트 풍력발전 단지, 벨파스트 항구와 인접해 있어 동사는 10년 내 600톤규모의 상업용 재활용 공장 건설에 대한 검토도 진행 중임"
202403,희토류,"포스코인터내셔널, 북미 · 유럽에서 대규모 영구자석 수주‐同社는 해외 자회사를 통해 세계적인 북미 완성차 업체와 2026~31년 약 9,000억 원(6억 8,500만 불), 유럽 프리미엄 완성차 브랜드와 2025~34년 약 2,600억 원 규모의 희토류 영구자석공급계약 체결. 공급될 자석은 한국에서 유일한 희토류 영구자석 제조업체인 성림첨단산업이미국, 호주, 베트남산 원료로 생산계획. 90% 이상을 중국산 희토류에 의존하고 있는 영구자석시장에서 동사는 이번 계약이 탈중국 공급망 구축의 의미가 있다고 밝힘"
202403,망간,"중국 망간생산업체 Jingxi Xinyuan, 생산 재개 보류‐同社는 춘절 연휴가 지나도 현물가격의 상승 조짐이 보이지 않아 당초 2월 24일 등불 축제 이후에생산 재개할 계획을 연기함. 同社는 자사의 망간 편(片) 생산비가 13,000위안/톤을 초과하자2023년 11월 초에 망간 편 70톤/일의 생산 중단. 전기료 혜택이 없거나 자사 광산에서 광석을공급받지 못하는 중국 영세업체들은 작년 11월 이후 생산 중단 상태‐2월 23일 Argus의 망간 편(99.7%) 가격은 1월 29일에 26일보다 100위안/톤 하락한 공장도가12,300~12,500위안/톤(U$ 1,708~1,736/t)으로 유지됨"
202402,인듐,"세계 시장, 1월 인듐 가격 추이‐유럽(로테르담): 공급 업계는 가격을 고수했지만 유럽 시장에서 거래는 부진하고 가격은 안정세.인듐잉곳(99.995% min) 월초부터 시세는 U$ 245~250/kg로 전월 말 가격 유지‐미국 : 월말 잉곳(99.995%)은 배송료 포함 U$ 235~240/kg로 월초보다 U$ 1/kg 하락"
202402,인듐,"중국 시장, 1월 인듐 가격 추이‐인듐잉곳(Ingot, 99.995% min) : 천연 인듐잉곳 가격의 안정세 등으로 월말 시세는1,910~1,960위안/kg(U$ 266~273/kg)(EXW D/P)로 전월 말 가격 유지‐인듐잉곳(99.995% min) 수출시장 : 월말 수출가는 U$263~268/kg(FOB 중국)로 전월 말 가격유지"
202402,텅스텐,"세계 시장, 1월 텅스텐 가격 추이‐아프리카 텅스텐 정광(50% min) : 해상 운송 차질로 인한 정광 부족, 페로텅스텐 수요 증가로인한 정광수요 회복으로 월말 U$251~256/mtu(FOB)로 월초 대비 U$2/mtu 상승‐유럽 텅스텐 APT(88.5% min) : 연휴 이후 시장 참여자들이 시장에 막 복귀함에 따른 관망세로월말 시세는 U$305~315/mtu(로테르담)로 전월 말부터 가격 변동 없었음‐유럽 페로텅스텐(75% min) : 운송 차질, 소비 수요의 증가 등으로 월말 시세는U$37.4~38.4/kg(로테르담)로 월초 대비 U$1.4/kg 상승‐러시아 페로텅스텐(75% min) : 공급부족, 소비 수요 증가 등으로 월말 시세는U$37.4~38.4/kg(FOB)로 월초 대비 U$1.1/kg 상승20) APT(ammonium paratungstate) : 암모늄과 텅스텐의 백색 결정질 염으로 삼산화텅스텐, 텅스텐 분말, 텅스텐 카바이드 및 경금속 등 텅스텐 제품들의 전구체, 중간 소재"
202402,텅스텐,"중국 시장, 1월 텅스텐 가격 추이‐텅스텐 APT(88.5% min) : 원자재 가격상승, 현물시장에서 공급부족으로 월말 시세는181,500~182,500위안/톤(EXW D/P)으로 월초 대비 약 1,500위안/톤(U$208/t) 상승‐산화텅스텐(99.95% min) : 원자재 가격상승 등으로 월말 시세는 204,000~207,000위안/톤(EXW D/P)으로 월초 대비 1,000위안/톤 상승‐텅스텐 카바이드 분말(99.8% min 2.5~7.0μm) : 원자재 가격상승, 소비 수요 약세로 월말 시세는267~270위안/kg(EXW D/P)로 전월 말부터 가격 변동 없었음‐페로텅스텐(75% min) : 텅스텐 정광의 가격상승, 다운스트림 업계의 소비 수요 약세로 월말시세는 198,000~201,000위안/톤(EXW D/P)으로 월초 대비 6,000위안/톤 상승"
202402,텅스텐,"중국  Xiamen Tungsten(XTC), 2023년 텅스텐 와이어(wire) 판매량 증가‐다운스트림인 광전지(Photovoltaic, PV) 업계의 수요 증가로 작년 同社의 미세 텅스텐 와이어판매량은 868억m로 전년비 3배 증가. 텅스텐/몰리브덴 사업부의 이익은 23억 5,000만 위안(3억 2,910만 불)으로 62% 증가. 이는 텅스텐 합금, 초경합금 절단 공구, 미세 텅스텐 와이어19) Xiamen Tungsten(XTC) : 중국 Fujian성 Xiamen시에서 텅스텐 정광, 제련 제품 및 고급 초경합금 제품 등 텅스텐 일체를 생산하는 국영 기업이면서 정광, APT 등 텅스텐 공급 원료의 주요 소비기업이기 때문에 격월로 나오는 동사의 APT 입찰가격은 중국텅스텐 현물시장의 핵심 지표로 활용되고 있음 Monthly Report희소금속 더프라임같은 심층 가공(deep/processing) 제품 판매량 증가 때문임‐텅스텐 와이어 등 초경합금 산업은 텅스텐 소비량의 약 50%를 차지하고 있는 가장 큰 텅스텐소비 부문임. 중국 정부의 탄소중립 정책으로 PV용 텅스텐 와이어에 대한 수요는 지난 2년간꾸준히 증가해 왔음에도 PV 산업은 아직 중국 텅스텐 총소비량의 5~6%에 불과하지만 실리콘시트가 급속한 용량 증설에 따른 공급과잉 상태에 있어 PV용 실리콘 시트 생산 시 절단 도구로사용되는 텅스텐 와이어 시장 전망은 불투명한 상황임 중국 텅스텐 생산업계, 1월 하반기 입찰가 인상‐Zhangyuan Tungsten은  APT(88.5%) 입찰가를 181,000위안/톤(U$ 25,139/t)으로 1월상반기보다 500위안/톤 인상, 텅스텐 정광(55%) 121,000위안/톤으로 1,000위안/톤 인상.Xiamen Tungsten은 동기간 APT(88.5%) 입찰가를 180,500위안/톤으로 유지. JiangxiTungsten은 철망간중석 정광(65%)을 122,500위안/톤으로 500위안/톤 인상"
202402,티타늄,"중국, 2023년 이산화티타늄 수출 전년비 16% 증가‐세계 수요 증가로 2023년 중국의 이산화티타늄 수출량은 164만톤으로 전년 동기 141만톤보다16% 증가. 상위 5개 수출국 및 물량은 인도 247,632톤, 브라질 113,253톤, 터키 94,943톤,한국 88,699톤, 러시아 72,973톤. 12월 수출량은 143,307톤으로 전년 동월 126,972톤보다13% 증가, 전월 124,907톤보다 15% 증가‐내수가 상승 및 세계 수요 증가로 1월 18일  금홍석급 이산화티타늄(93%) 수출가는 1월 11일U$ 2,100~2,250/톤에서 상승한 후 16일부터 U$ 2,150~2,250/톤(FOB)으로 유지‐인도, 브라질, 터키, 한국, 러시아, 베트남, 인도네시아 등 많은 국가가 자국에 이산화티타늄공장이없어서 중국 수입에 의존해 왔음. 중국은 이들의 수입절차를 간소화하기 위해 유럽과 미국에17) 티타늄 공급원료 : 티탄철광(ilmenite), 지르콘(zircon), 금홍석(rutile), 등이 있음 Monthly Report희소금속 더프라임창고를 설립함에 따라 유럽과 미국에서 중국산에 대한 수요가 증가세에 있음 중국, 2023년 페로티타늄(FeTi) 수출입 감소‐계속되는 철강산업의 침체로 인한 해외 수요둔화로 2023년 페로티타늄 수출량은 1,190톤으로전년도 2,405톤보다 51% 감소. 이는 2022년에 우크라이나전 발발 후 해외에서 대규모로 재고를보충했기 때문임. 12월 수출량은 25.4톤으로 전년 동월 120톤보다 79% 감소, 전월 15.6톤보다63% 증가. 중국 수출가 인상으로 1월 수출량은 전월보다 더 감소할 전망‐충분한 공급량과 철강업계 수요부진으로 2023년 수입량은 16톤으로 전년비 87% 감소"
202402,티타늄,"세계 시장, 1월 티타늄 가격 추이‐인도 : 계속되는 수요부진으로 페로티타늄(70%) 월말 시세는 355~360루피/kg로 전월 말 대비5루피/kg 하락. 공급업계의 수주경쟁으로 인해 페로티타늄(30%) 월말 시세는 213~218루피/kg(EXW)까지 전월 말 대비 7루피/kg 하락‐러시아 : 생산비 하락으로 페로티타늄(70%) 월말 시세는 333~338루블/kg(EXW)까지 전월18) 판즈화(Panzhihua) : 중국 Sichuan성 신흥 광공업(廣工業) 도시 Monthly Report희소금속 더프라임말 대비 5루블/kg 하락. 내수가 하락으로 페로티타늄(70%) 월말 수출가격은U$5.4~5.5/kg(FOB)로 전월 말 대비 U$0.3/kg 하락‐유럽(Rotterdam) : 수요 약세로 페로티타늄(70%) 월말 시세는 U$5.9~6.1/kg로 전월 말 대비U$0.3/kg 하락‐미국 : 생산비 하락으로 페로티타늄(70%) 월말 시세는 U$8.1~8.3/kg(D.D.P.)로 U$0.3/kg 하락"
202402,티타늄,"중국 시장, 1월 티타늄 가격 추이‐ 판즈화(Panzhihua) 일메나이트(ilmenite)(TiO 2 46%min, Fe 2 O 3 8%max) : 공급부족으로월말 시세는 2,250~2,300위안/톤(U$313~320/t)(Ex/VAT EXW D/P)로 전월 말 대비 20위안/톤(U$3/t) 상승‐ 티타늄슬래그(TiO 2 90%min) : 수요가 반등함에 따라 월말 시세는 7,800~8,000위안/톤(U$1,086~1,114/t)(EXW)로 전월 말 대비 80위안/톤(U$11/t) 상승‐티타늄스펀지(99.7%min) : 계속되는 수요부진으로 월말 시세는 49,500~51,500위안/톤(U$6,895~7,173/t)(EXW D/P)로 전월 말 대비 1,500위안/톤(U$209/t) 하락‐ 금홍석급(rutile)(TiO 2 93%min) : 재고 보충 수요 증가로 월말 시세는 15,900~16,400위안/톤(U$2,215~2,284/t)(EXW)까지 전월 말 대비 100위안/톤(U$14/t) 상승‐ 아나타제형(anatase)(TiO 2 98%min) : 생산비 상승 등으로 월말 시세는 14,400~14,900위안/톤(U$2,006~2,075/t)(EXW)로 전월 말 가격 유지‐ 페로티타늄(30%) : 생산비 상승으로 월말 시세는 12,000~12,300위안/톤(U$1,671~1,713/t)(25~기본 EXW)로 전월 말 대비 300위안/톤(U$42/t) 상승‐페로티타늄(70%) : 수요 약세, 제강업계의 시장 복귀 등으로 월말 시세는 31,500~32,500위안/톤(U$4,387~4,526/t)(EXW)로 전월 말 가격 유지‐ 금홍석급(rutile)(TiO 2 93%min) 수출시장 : 내수가 상승으로 월말 시세는U$2,170~2,270/t(FOB)까지 전월 말 대비 U$50/t 상승"
202402,코발트,"세계 시장, 1월 코발트 가격 추이‐유럽(로테르담) 코발트 금속(99.8%min) : 코발트 중간재의 가격에 변화가 없었기 때문에 코발트금속(99.8%min)의 월말 시세는 U$ 12.8~13.0/lb까지 전월 말 가격 유지‐유럽(로테르담) 산화코발트(72%min) : 월말 EUR 16.9~17.9/kg로 전월 말 가격 유지‐미국(볼티모어) 코발트 금속(99.8%min) : 월말 U$15.7~15.9/lb로 전월 말 가격 유지"
202402,코발트,"중국 시장, 1월 코발트 가격 추이‐코발트 금속(99.8% min) : 코발트 중간재(30%)의 가격 안정화 등으로 월말 시세는 202~207위안/kg(U$ 28.1~28.8/kg)(배송료 포함)로 전월 말 가격 유지‐산화코발트(72% min) : 코발트염의 가격 안정화 등으로 월말 시세는 125~130위안/kg(U$17.5~18.2/kg)(delivered D/P)로 전월 말 가격 유지‐ 황산코발트(20.5% min) : 월말 시세는 30,000~32,000위안/톤(U$4,176~4,454/t)(delivered D/A 180일)로 전월 말 가격 유지"
202402,마그네슘,"중국 시장, 1월 마그네슘 가격 추이‐ 마그네슘 잉곳(Ingot, 99.95% min) : 월말 시세는 21,200~21,700위안/톤(U$2,952~3,022/t) EXW D/P로 전월 말 가격 유지‐마그네슘 분말(powder) : 월말 시세는 21,200~21,700위안/톤(U$ 2,952~3,022/t) EXW D/P로 전월 말 가격 유지‐마그네슘 합금(Alloy) : 월말 시세는 21,900~22,400위안/톤(U$ 3,050~3,115/t) EXW D/P로전월 말 가격 유지‐마그네슘 잉곳 수출시장 : 월말 수출가는 U$ 2,930~2,980/t(FOB 중국) 및 U$2,860~2,910/t(Ex/Vat FOB 중국)로 전월 말 가격 유지‐마그네슘 분말 수출시장 : 월말 수출가는 U$ 3,040~3,090/t(FOB 중국)로 전월 말 가격 유지‐마그네슘 합금 수출시장 : 월말 수출가는 U$ 3,120~3,170/t(FOB 중국)로 전월 말 가격 유지"
202402,코발트,"중국, 2023년 코발트 공급 원료 수입 증가‐코발트 생산의 중심국인 콩고민주공화국(DRC) 및 인도네시아에서 증산, 국내 제련 용량의 증설로2023년 중국의 코발트 공급 원료의 수입량은 금속 환산 약 140,000톤으로 전년비 15% 증가.품목별 수입 비중은 주로 수산화물인 코발트 중간 공급 원료 약 82%, 니켈 코발트 중간재 약15%, 합금 2.7% 및 코발트 정광 0.8%. 중국은 코발트 자원이 부족하기 때문에 1차 코발트공급 원료 공급량의 99%를 수입에 의존하고 있음. 2023년 국별 수입 비중은 DRC 84%, 인도네시아 10%, 파푸아뉴기니 1.6% 및 뉴칼레도니아 1.5% 호주, 2023년 코발트 등 수출 현황‐작년 호주의 미가공 코발트, 코발트 분말, 코발트 매트(matte), 기타 코발트 중간 제품 수출량은2,953톤으로 전년비 18% 감소. 이 중 최대 수입국인 대만 물량은 전년도 2,130톤보다 소폭증가한 2,170톤, 일본 305톤, 중국 155톤‐작년 리튬정광 수출량은 359만톤으로 전년비 36% 증가. 중국에는 전년비 36% 증가한 356만톤, 벨기에 68% 감소한 16,201톤, 한국 44% 감소한 14,772톤. 작년 중국의 NEV 생산량은36% 증가한 958.7만대, 판매량은 38% 증가한 949.5만대로 사상 최고 기록"
202402,마그네슘,"중국 Yulin시, 2023년 1~11월 마그네슘 전년비 16% 감산‐1~11월 Shaanxi성 Yulin시의 마그네슘 금속 생산량은 총 425,700톤으로 전년 동기비 16%감소. 11월 생산량은 34,300톤으로 전월비 1.7%, 전년 동월비 32% 감소‐작년 5월에 Shaanxi성 Fugu현 정부가 현지 15~16개 마그네슘 생산 업체에게 용량 75,000톤/연미만의 세미 코크스(semi/coke) 고로를 단계적으로 폐쇄하도록 명령함에 따라 Yulin시의 마그네슘 생산량은 5월 이후 지속적 감소. 시장에서는 Yulin시의 2023년 마그네슘 금속 생산량을 전년도 554,300톤에서 90,000~100,000톤 감소 예상 중국, 2023년 마그네슘 수출 현황‐해외 다운스트림 제조업계의 수요 약세로 작년 마그네슘 금속 수출량은 213,774톤으로 전년도261,677톤보다 18% 감소. 12월 수출량은 19,885톤으로 전년 동월 21,243톤보다 6.4% 감소, Monthly Report희소금속 더프라임전월 22,752톤보다 13% 감소‐작년 마그네슘 합금 수출량은 103,988톤으로 전년도 136,371톤보다 24% 감소. 12월 마그네슘합금 수출량은 7,597톤으로 전년 동월비 34%, 전월비 5.8% 감소‐작년 마그네슘 분말 수출량은 73,727톤으로 전년도 63,668톤보다 16% 증가. 철강, 제약 및화학 업계의 수요 증가로 12월 수출량은 6,854톤으로 전년 동월비 27%, 전월비 16% 증가"
202402,니오븀,"세계 시장, 1월 니오븀 가격 추이‐유럽(로테르담) : 현물시장에서 공급부족으로 페로니오븀(66% min) 월말 시세는 U$45.5~46.5/kg(로테르담)로 전월 말 대비 U$ 0.2/kg 상승"
202402,마그네슘,"세계 시장, 1월 마그네슘 가격 추이‐유럽 마그네슘 잉곳 시장 : 월말 시세는 U$ 3,190~3,240/t(로테르담)로 전월 말 U$3,100~3,300/t보다 가격 폭 확대. 2023년 말, 예멘 반군 후티가 유럽과 아시아를 잇는 해상길목인  홍해를 지나가는 상선을 공격한 홍해 사태로 인해 발생한 물류 대란으로 1월 상반기유럽의 잉곳 가격은 12월에 이미 오른 상태가 유지되었고 시장거래는 부진했음. 1월 하반기에는중국의 잉곳 가격이 하락했고 유럽 시장에서 거래는 계속 둔화되었음‐인도 마그네슘 잉곳 시장 : 1월 인도 시장은 하락세로 월말 시세는 281~286루피/kg로 전월말보다 5루피/kg 하락‐러시아 마그네슘 잉곳 시장 : 중국 시장 가격 하락으로 인한 하락세로 월말 시세는 291~301루블/kg로 전월 말보다 4루블/kg 하락21) 홍해(Red Sea) : 서쪽으로는 이집트·수단·에티오피아의 해안과 접하고 동쪽으로는 사우디아라비아 및 예멘의 해안과 접해있음. 이집트의 수에즈에서 바브엘만데브 해협까지 남동쪽으로 약 2,100km를 뻗은 후 바브엘만데브 해협을 거쳐 아덴만인도양으로 이어지며 최대 너비 304km"
202402,안티모니,"중국, 2023년 안티모니 정광 수입 전년비 20% 증가‐상반기에 타지키스탄, 러시아 등 주요 공급국의 공급 증가로 작년 중국의 안티모니 정광 수입량은34,967톤으로 전년비 20% 증가‐반면, 2023년 11월 및 12월 수입량은 각각 1,297톤, 1,802톤으로 이는 몇 달 전보다 훨씬적기 때문에 중국 안티모니 금속생산의 중심지인 Hunan성 Lengshuijiang시의 많은 민간 제련소가 금속생산을 중단했음 중국, 수요둔화로 2023년 안티모니 수출 감소‐세계 경제 불확실성에 따른 수요둔화로 작년 삼산화안티모니 수출량은 35,795톤으로 전년비11% 감소. 안티모니 금속 수출량은 5,240톤으로 전년도 10,979톤보다 절반으로 감소 Monthly Report희소금속 더프라임‐러/우크라이나 전쟁, 인플레이션, 경기 불안, 불안한 미중 관계 등으로 세계 수요는 주춤하다가재고 소진 시점인 8~9월에 해외 수요가 반등했으나 이후 증가세는 지속되지 않았음‐중국 자원고갈 및 수입량 감소로 인한 내수가 상승으로 안티모니 금속(99.65%) 수출가는 올해초부터 상승하기 시작해 1월 2~23일 U$ 1,150/t 상승한 U$ 13,000~13,300/t(FOB)로 1년여기간 중 최고가 기록. 1월 25일 삼산화안티모니(99.8%) 수출가는 1월 2~23일 종가는 U$1,100/t 상승한 U$ 11,000~11,200/t(FOB). 미국과 유럽의 시장가는 급등했으나 현지 수요약세로 1월 중국 수출업계는 계속 정체됨"
202402,안티모니,"중국, 2023년 안티모니 생산 현황‐국내 자원고갈, 수입량 감소 등으로 인한 광석 부족으로 2023년 중국의 안티모니 금속 생산량은66,179톤으로 전년도 68,769톤보다 3.8% 감소. 감산 원인은 11~12월 정광 수입량의 대폭감소, 이로인해 대형 제련소를 제외한 영세 및 민간 제련소는 생산 용량의 20~30%에서 운영되었기 때문임‐생산 업계의 안정적으로 운영으로 작년 삼산화안티모니 생산량은 96,287톤으로 전년 동기95,202톤보다 소폭 증가‐안티모니 공급 원료의 공급부족으로 2월 1일 안티모니 금속(99.65%) 가격은 89,000~90,000위안/톤(U$ 12,366~12,505/t) 선으로 12년래 최고가 기록"
202402,안티모니,"중국 시장, 1월 안티모니 가격 추이‐안티모니 정광(50% min) : 작년 연말 이후 안티모니 정광 광산이 장비 유지보수를 위해 채굴을중단함에 따라 1월의 정광 가격은 대폭 상승. 월말 시세는 75,000~76,000위안/톤(U$10,433~10,573/t)(Inc/Vat 배송료 포함 D/P)로 전월 말 대비 7,500위안/톤(U$ 1,043/t)상승‐안티모니 잉곳(99.65% min) : 연말에 다운스트림 업계의 재고 보충 수요 증가, 재고 감소로인한 생산업계의 판매보류로 월말 시세는 87,500~88,500위안/톤(U$12,172~12,312/t)(EXW D/P)로 전월 말 대비 6,000위안/톤(U$ 835/t) 상승‐삼산화안티모니(99.5% min) : 연말 사용자의 수요 증가, 원자재 공급부족으로 인한 인한 생산업계의 가격 인상 및 판매보류로 1월에 삼산화안티모니는 점진적으로 상승. 월말 시세는75,000~76,000위안/톤(U$ 10,433~10,573/t)(배송 D/A 30일)까지 전월 말 대비 4,000위안/톤 상승‐안티모니 잉곳(99.65% min) 수출시장 : 운송 차질로 인한 국제 현물시장에서 원자재 공급부족,크리스마스 및 새해 연휴의 해외 수요 증가 등으로 월말 시세는 U$ 13,100~13,300/t(FOB중국)로 전월 말 대비 U$ 1,400/t 상승‐삼산화안티모니(99.5% min) 수출시장 : 내수가 상승, 가격 급등으로 인한 국제시장에서 관망세등으로 삼산화안티모니는 계단식으로 상승함. 연말 시세는 U$ 11,000~11,200/t(Inc/Vat FOB Monthly Report희소금속 더프라임중국)로 전월 말 대비 U$ 1,000/t 상승"
202402,안티모니,"세계 시장, 1월 안티모니 가격 추이‐인도 : 현물시장에서 공급부족, 수요 약세 등으로 안티모니 잉곳(99.65% min) 월말 시세는INR 1,050~1,060/kg로 전월 말보다 INR 40/kg 상승‐유럽(로테르담) : 현물시장의 공급부족, 현지의 재고 보충 수요 급증으로 잉곳(99.65% min)월말 시세는 U$ 13,100~13,300/t로 전월 말 대비 U$ 700/t 상승. 잉곳가격 상승으로 인한생산비 상승, 수요 약세 등으로 월말 삼산화안티모니(99.5% min)는 EUR 10.05~10.25/lb로전월 말 대비 EUR 0.3/lb 상승‐미국(볼티모어) : 원자재와 잉곳의 공급부족, 수요 약세로 안티모니 잉곳(99.65% min) 월말시세는 U$ 5.45~5.55/lb로 전월 말 대비 U$ 0.1/lb 상승. 잉곳 가격상승 및 해상 운송비 상승,수요 약세 등으로 삼산화안티모니(99.5% min) 월말 시세는 U$ 5.08~5.18/lb로 전월 말 대비U$ 0.43/lb 상승"
202402,니오븀,"중국 시장, 1월 니오븀 가격 추이‐ 산화니오븀(99.99% min) : 생산비 상승으로 월말 시세는 388~398위안/kg(U$54.6~56.0/kg)(EXW D/P)로 전월 말 대비 10위안/kg(U$ 1.4/kg) 상승‐페로니오븀(60% min) : 월초에는 수요 약세, 월말에는 원료가 상승 등으로 월말 시세는269,000~274,000위안/톤(U$ 37.9~38.6/kg)(D.D.P.)로 전월 말 가격 유지‐산화니오븀(99.99% min) 수출시장 : 내수가 상승으로 월말 시세는 U$ 54.0~55.0/kg(FOB중국)까지 전월 말 대비 U$ 1.9/kg 상승"
